ResourceType,EventNames,UserNames,IsRequired
AWS::S3::Bucket,"AbortMultipartUpload,AssociateAccessGrantsIdentityCenter,CreateAccessGrant,CreateAccessGrantsInstance,CreateAccessGrantsLocation,CreateAccessPoint,CreateAccessPointForObjectLambda,CreateBucket,CreateJob,CreateMultiRegionAccessPoint,CreateStorageLensGroup,DeleteAccessGrant,DeleteAccessGrantsInstance,DeleteAccessGrantsInstanceResourcePolicy,DeleteAccessGrantsLocation,DeleteAccessPoint,DeleteAccessPointForObjectLambda,DeleteBucket,DeleteBucketWebsite,DeleteMultiRegionAccessPoint,DeleteObject,DeleteObjectVersion,DeleteStorageLensConfiguration,DeleteStorageLensGroup,DissociateAccessGrantsIdentityCenter,InitiateReplication,PauseReplication,PutAccelerateConfiguration,PutAccessGrantsInstanceResourcePolicy,PutAccessPointConfigurationForObjectLambda,PutAnalyticsConfiguration,PutBucketCORS,PutBucketLogging,PutBucketNotification,PutBucketObjectLockConfiguration,PutBucketOwnershipControls,PutBucketRequestPayment,PutBucketVersioning,PutBucketWebsite,PutEncryptionConfiguration,PutIntelligentTieringConfiguration,PutInventoryConfiguration,PutLifecycleConfiguration,PutMetricsConfiguration,PutObject,PutObjectLegalHold,PutObjectRetention,PutReplicationConfiguration,PutStorageLensConfiguration,ReplicateDelete,ReplicateObject,RestoreObject,SubmitMultiRegionAccessPointRoutes,UpdateAccessGrantsLocation,UpdateJobPriority,UpdateJobStatus,UpdateStorageLensGroup",*,Yes
